primaryName,birthYear,deathYear,primaryProfession,knownForTitles,average_popularity,nconst,aggregated_genres
Ayesha Jhulka,1972,NA,actress,"tt0233422,tt0357821,tt0104605,tt0411815",5.375707748770833,nm0422586,"Action,Thriller, Action, Crime, Comedy, Action,Musical,Mystery, Action,Drama,Mystery, Drama,Romance, Action,Drama, Drama,Family, Action,Comedy,Romance, Action,Crime,Drama, Crime,Drama, Action,Mystery, Drama, Romance, Mystery,Thriller, Action,Drama,Romance, Action,Crime,Romance, Action,Drama,Thriller, Comedy,Drama,Romance, Action,Comedy,Drama"
Margaret Lee,1943,NA,"actress,soundtrack","tt0065656,tt0060956,tt0062707,tt0058881",4.780156990328441,nm0497810,"Action,Thriller, Crime,Drama,Thriller, Adventure, Comedy,Crime,Horror, Comedy, Action,Comedy, Horror,Mystery,Thriller, Comedy,Crime, Crime,Drama,Romance, Comedy,Drama, Action,Adventure,Comedy, Action,Adventure,Crime, Crime,Drama, Adventure,Comedy,Crime, Action,Crime,Drama, Drama, Mystery,Thriller, Action,Adventure,Fantasy, Action,Drama,Thriller, Adventure,Comedy, Comedy,Western, Action,Adventure,War, Adventure,Crime,Mystery"
Jessica Schwarz,1977,NA,actress,"tt1058601,tt0353667,tt0290015,tt1210101",5.388533945296743,nm0777594,"Thriller, Comedy,Family,Fantasy, Adventure, Crime, Comedy, Family,Fantasy, Drama,Mystery,Sci-Fi, Drama,Romance, Crime,Thriller, Crime,Drama, Action,Crime,Drama, Comedy,Romance, Drama, Comedy,Drama,Music, Biography,Drama, Comedy,Drama,Romance, Adventure,Comedy, Drama,Music,Romance, Comedy,Drama,History"
Jamie Lee Curtis,1958,NA,"actress,producer,director","tt1502407,tt6710474,tt0111503,tt0120694",5.92810088272704,nm0000130,"Comedy, Horror, Animation,Family, Comedy,Crime, Crime,Horror,Thriller, Comedy,Crime,Drama, Horror,Thriller, Action,Adventure,Comedy, Comedy,Drama,Family, Drama,Horror,Mystery, Action,Horror,Thriller, Action,Comedy,Thriller, Adventure,Comedy, Comedy,Family,Fantasy, Action,Horror,Sci-Fi, Drama,Sport, Drama,Romance,Sci-Fi, Horror,Mystery,Thriller, Drama,History, Drama,Romance, Biography,Drama,History, Action,Crime,Drama, Comedy,Romance, Drama, Mystery,Thriller, Biography,Drama, Comedy,Family, Drama,Thriller, Comedy,Crime,Mystery"
Sherilyn Fenn,1965,NA,"actress,soundtrack","tt0106471,tt0100935,tt0105046,tt0098936",5.17174701510667,nm0000145,"Thriller, Drama,Mystery,Romance, Animation,Drama,Fantasy, Action,Sci-Fi, Comedy,Mystery,Thriller, Action,Biography,Crime, Comedy,Drama, Drama,Mystery,Thriller, Action,Adventure,Comedy, Crime,Thriller, Comedy,Drama,Family, Crime,Drama, Crime,Drama,Mystery, Action,Drama,Thriller, Crime,Romance,Thriller, Action,Horror,Sci-Fi, Action,Horror,Romance, Comedy,Crime,Thriller, Comedy,Music, Drama,Romance, Action,Drama, Action,Crime,Drama, Comedy,Romance, Drama,Music, Action,Sci-Fi,Thriller, Drama, Biography,Drama, Action,Adventure,Fantasy, Biography,Crime,Drama, Comedy,Fantasy, Action,Crime, Comedy,Drama,Romance, Drama,Thriller, Comedy,Crime,Mystery"
Isabelle Adjani,1955,NA,"actress,soundtrack,producer","tt0079641,tt0073114,tt0094828,tt0082933",5.90329180904536,nm0000254,"Thriller, Comedy,Drama,Mystery, Action, Comedy, Crime,Mystery,Romance, Drama,Horror, Comedy,Crime, Comedy,Drama, Documentary, Comedy,Crime,Drama, Action,Adventure,Comedy, Crime,Drama, Crime,Drama,Mystery, Drama,Mystery, Drama,Horror,Mystery, Action,Crime,Thriller, Action,Comedy,Drama, Drama,Fantasy,Romance, Crime,Drama,Romance, Drama,Romance, Biography,Drama,History, Comedy,Romance, Biography,Drama,War, Drama, Comedy,Drama,Music, Action,Comedy,Crime, Comedy,Drama,Romance, Drama,Thriller"
Isabella Rossellini,1952,NA,"actress,director,writer","tt0106881,tt2316411,tt0090756,tt0104070",5.772524125411717,nm0000618,"Thriller, Comedy,Fantasy,Horror, Drama,Mystery,Romance, Adventure, Comedy, Drama,Romance,Western, Adventure,Comedy,Drama, Biography,Drama,Romance, Comedy,Drama, Crime,Drama,Romance, Drama,Mystery,Thriller, Documentary, Drama,Fantasy,Mystery, Comedy,Crime,Drama, Adventure,Comedy,Fantasy, Comedy,Romance, Crime,Drama, Crime,Drama,Mystery, Biography,Drama,Music, Drama, Comedy,Musical, Animation,Drama, Adventure,Family,Fantasy, Animation,Comedy,Drama, Drama,Thriller, Drama,Music,Romance"
Meryl Streep,1949,NA,"actress,soundtrack,producer","tt0089755,tt2180411,tt0084707,tt1322269",6.083623612541897,nm0000658,"Comedy,Fantasy,Horror, Comedy,Drama,Sci-Fi, Adventure,Comedy,Family, Comedy, Biography,Comedy,Drama, Drama,Mystery,Sci-Fi, Adventure,Comedy,Drama, Biography,Drama,Romance, Comedy,Drama, Documentary, Comedy,Drama,Fantasy, Documentary,History,War, Adventure,Animation,Comedy, Crime,Drama,Mystery, Drama,Mystery, Comedy,Musical,Romance, Comedy,Drama,Musical, Documentary,Family,News, Drama,Sport, Adventure,Crime,Thriller, Drama,Romance,Sci-Fi, Drama,History, Comedy,Documentary, Drama,Romance, Biography,Drama,History, Family,Fantasy,Musical, Biography,Documentary, Drama,Music, Drama, Comedy,Drama,Music, Biography,Drama, Comedy,Drama,Romance"
Angie Dickinson,1931,NA,"actress,soundtrack","tt0114319,tt0062138,tt0053221,tt0080661",5.834334338707114,nm0001141,"Thriller, Comedy,Drama,War, Action,Drama,War, Sci-Fi, Crime,Drama,Thriller, Comedy, Horror, Drama,Horror, Action,Romance,Western, Western, Documentary, Crime,Drama,Mystery, Crime,Drama, Drama,Mystery, Action,Drama,Thriller, Comedy,Western, Drama,Musical,Romance, Adventure, Mystery,Sci-Fi,Thriller, Drama,Romance, Comedy,Mystery, Drama,Western, Action,Crime,Drama, Drama, Action,Comedy,Crime, Mystery,Thriller, Comedy,Drama,Romance, Drama,Thriller, Comedy,Crime,Mystery"
Bhanupriya,1967,NA,actress,"tt0155468,tt0154167,tt0248500,tt0843328",6.37781014831498,nm0080228,"Action,Thriller, Drama,Mystery,Romance, Action, Crime, Horror, Action,Comedy, Comedy,Drama, Comedy,Drama,Family, Crime,Drama,Family, Action,Romance, Romance, Action,Drama,Romance, Action,Crime,Thriller, Drama,Musical,Romance, Drama,Musical,Thriller, Drama,Family,Romance, Drama,Romance, Action,Drama, Comedy,Thriller, Biography,Drama,History, Action,Crime,Drama, Comedy,Romance, Drama, Action,Comedy,Crime, Mystery,Thriller, Drama,Family,Musical, Action,Crime, Comedy,Drama,Romance, Family, Drama,Musical"
Beverly Garland,1926,2008,"actress,soundtrack","tt0048682,tt0071110,tt0052549,tt0049370",5.433410071412776,nm0307500,"Adventure, Comedy, Drama,Horror,Thriller, Sci-Fi,Thriller, Crime,Drama,Film-Noir, Comedy,Drama, Western, Horror,Mystery,Sci-Fi, Adventure,Horror, Drama,Western, Horror,Sci-Fi, Horror,Thriller, Drama,Family, Adventure,Crime,Drama, Action,Adventure,Crime, Drama, Comedy,Drama,Music, Horror,Mystery,Romance, Drama,Sci-Fi, Comedy,Crime,Romance, Drama,Thriller"
Kaori Momoi,1952,NA,"actress,writer,director","tt0960775,tt0397535,tt0315900,tt0079570",5.58287945084452,nm0597390,"Comedy,Drama,Mystery, Action, Animation,Documentary,Drama, Drama,History, Comedy,Drama, Drama,Romance, Comedy,Sci-Fi, Action,Drama,Fantasy, Comedy,Romance, Crime,Drama,Mystery, Drama, Romance, Drama,Mystery, Action,Crime, Comedy,Drama,Romance"
Halle Berry,1966,NA,"actress,producer,director","tt0348836,tt0246460,tt0285742,tt0327554",5.792378174481227,nm0000932,"Thriller, Comedy,Family,Fantasy, Comedy, Drama,Sport, Action,Crime,Fantasy, Drama,Mystery,Sci-Fi, Horror,Mystery,Thriller, Adventure,Drama,Thriller, Adventure,Comedy,Drama, Drama,Romance, Crime,Drama,Romance, Crime,Mystery,Thriller, Documentary, Adventure,Animation,Comedy, Action,Sci-Fi,Thriller, Action,Adventure,Sci-Fi, Biography,Drama,Music, Adventure,Comedy,Crime, Drama, Action,Adventure,Thriller, Biography,Drama, Action,Drama,Romance, Action,Crime,Thriller, Comedy,Drama,Romance, Drama,Thriller"
Carla Gugino,1971,NA,"actress,producer,soundtrack","tt0409459,tt0765429,tt2126355,tt3748172",5.328142439061835,nm0001303,"Crime,Drama,Thriller, Comedy,Family,Fantasy, Fantasy,Horror,Thriller, Adventure,Comedy,Family, Drama,Sport, Action,Drama,Mystery, Drama,Horror,Thriller, Drama,Romance,Sci-Fi, Comedy,Drama, Drama,Romance, Drama,Mystery,Thriller, Crime,Mystery,Thriller, Horror,Sci-Fi,Thriller, Horror,Thriller, Action,Adventure,Comedy, Comedy,Drama,Family, Crime,Drama, Action,Adventure,Family, Drama,Music, Action,Sci-Fi,Thriller, Drama, Action,Adventure,Thriller, Action,Crime,Thriller, Comedy,Drama,Romance, Action,Crime,Horror, Action,Animation,Comedy"
Rosita Arenas,1933,NA,"actress,music_department,soundtrack","tt0271428,tt0050718,tt0049880,tt0050717",5.717749195058702,nm0034301,"Fantasy,Horror,Thriller, Crime, Action,Horror,Sci-Fi, Comedy, Horror, Drama,Romance,War, Drama,Music,Western, Horror,Mystery,Thriller, Adventure,Drama,History, Comedy,Crime, Comedy,Fantasy,Musical, Drama,Romance, Comedy,Drama, Comedy,Mystery, Action,Adventure,Horror, Horror,Sci-Fi, Comedy,Drama,Thriller, Action,Adventure,Comedy, Comedy,Romance, Action,Adventure,Drama, Drama, Comedy,Drama,Music, Drama,Horror,Mystery, Comedy,Musical, Comedy,Fantasy, Comedy,Drama,Musical, Comedy,Drama,Romance"
Valentina Cortese,1923,2019,"actress,soundtrack,camera_department","tt0096764,tt0046754,tt0047821,tt0070460",5.670247982499007,nm0181305,"Comedy, Horror, Drama,Horror, Crime,Drama,Film-Noir, Drama,Romance, Comedy,Drama, Comedy,Drama,Fantasy, Biography,Drama,History, Crime,Drama,Mystery, Crime,Drama, Action,Crime,Drama, Comedy,Romance, Comedy,Horror,Mystery, Drama, Drama,War, Romance, Biography,Drama,Music, Comedy,Drama,Romance"
Fatma Girik,1942,2022,"actress,producer,art_director","tt0260404,tt0369292,tt0279174,tt0345209",5.538378582771843,nm0320883,"Action, Comedy, Biography,History, Drama,Romance,War, Comedy,Drama, Crime,Thriller, Crime,Drama, Comedy,Romance,Sci-Fi, Romance, Adventure,Comedy, Drama,Music,Romance, Adventure,Drama,Romance, Drama,Musical,Romance, Adventure, Adventure,Drama,War, Drama,History, Adventure,Drama,History, Drama,Romance, Crime,Drama,Romance, Comedy,Mystery, Drama,Family, Adventure,Drama, Comedy,Romance, Drama, Drama,War, Comedy,Musical, Comedy,Drama,Romance, Family, Drama,Thriller, Drama,History,War"
Chin Hu,1947,NA,"actress,producer,production_manager","tt0072971,tt1346397,tt1043448,tt0186402",5.537526986580967,nm0398884,"Action, Comedy, Horror, Action,Adventure, Biography,Drama,Romance, Comedy,Crime, Comedy,Drama, Action,Drama, Drama,Romance, Fantasy,Musical, Horror,Thriller, Adventure,Romance, Action,Crime,Drama, Drama, Action,Crime, Comedy,Drama,Romance, Action,Comedy,Drama"
Margot Kidder,1948,2018,"actress,producer,soundtrack","tt0078346,tt0081573,tt0071222,tt0078767",5.62667086826115,nm0452288,"Thriller, Comedy, Family,Fantasy, Horror, Animation,Family, Horror,Mystery, Comedy,Mystery,Thriller, Comedy,Drama, Mystery, Comedy,Crime,Drama, Horror,Thriller, Adventure,History, Action,Adventure,Comedy, Crime,Drama,Mystery, Romance, Drama,History,Romance, Action,Comedy,Drama, Adventure,Crime,Mystery, Drama,Sci-Fi,Thriller, Drama,Fantasy,Romance, Comedy,Romance,Western, Horror,Mystery,Thriller, Crime,Drama,War, Action,Adventure,Animation, Drama,Western, Action,Adventure,Sci-Fi, Drama, Action,Comedy,Crime, Comedy,Drama,Romance, Drama,Thriller"
Emma Suárez,1964,NA,"actress,soundtrack","tt4034208,tt0106305,tt1274645,tt4326444",5.60134851906876,nm0840772,"Thriller, Drama,Mystery,Romance, Comedy,Romance,Sport, Comedy, Drama,Fantasy,Romance, Drama,Romance,Thriller, Adventure,Drama,Thriller, Drama,Romance, Comedy,Drama, Documentary, Drama,Mystery,Thriller, Comedy,Drama,Family, Fantasy, Comedy,Romance, Drama, Comedy,Drama,Music, Drama,Mystery, Mystery,Thriller, Biography,Drama, Action,Drama,Romance, Comedy,Drama,Romance, Drama,Thriller"
Minami Takayama,1964,NA,"actress,composer,music_department","tt0270933,tt0097814,tt0384475,tt0131179",5.867065179748165,nm0847439,"Animation,Crime,Mystery, Animation,Comedy,Crime, Adventure,Animation,Comedy, Adventure,Animation,Drama, Animation, Animation,Comedy, Adventure,Animation,Crime, Action,Adventure,Animation, Action,Animation,Comedy, Action,Animation,Crime, Animation,Family,Fantasy"
Keiko Kitagawa,1986,NA,actress,"tt1039780,tt0386917,tt15254730,tt0463985",5.192958436063455,nm1487136,"Crime,Drama,Thriller, Comedy, Drama,Horror,Thriller, Drama,Romance, Mystery, Comedy,Drama, Action,Drama, Comedy,Drama,Family, Crime,Drama, Crime,Drama,Mystery, Drama, Romance, Mystery,Thriller, Comedy,Drama,Romance, Drama,History,War, Adventure,Animation,Family"
Chloë Grace Moretz,1997,NA,"actress,soundtrack,producer","tt1939659,tt1355630,tt1228987,tt1250777",5.90076769927692,nm1631269,"Drama,Sci-Fi,Thriller, Crime,Drama,History, Comedy, Action,Horror,War, Adventure,Comedy,Family, Drama,Horror,Thriller, Horror,Mystery,Thriller, Animation,Drama,Family, Comedy,Drama, Drama,Mystery,Thriller, Drama,Fantasy,Music, Drama,Fantasy,Horror, Action,Adventure,Animation, Horror,Thriller, Adventure,Animation,Comedy, Crime,Drama,Mystery, Action,Adventure,Sci-Fi, Drama, Action,Comedy,Crime, Biography,Drama, Animation,Comedy,Family, Action,Crime,Thriller, Comedy,Drama,Romance, Adventure,Drama,Family"
Jennifer Connelly,1970,NA,"actress,producer","tt0286716,tt0315983,tt0268978,tt0180093",6.387330147085905,nm0000124,"Crime,Drama,Thriller, Biography,Drama,Mystery, Action,Sci-Fi, Adventure,Drama,Thriller, Biography,Drama,Romance, Comedy,Drama, Comedy,Drama,Fantasy, Comedy,Crime,Drama, Crime,Drama,Mystery, Crime,Drama, Action,Adventure,Family, Action,Adventure,Drama, Drama,Horror,Mystery, Crime,Horror,Mystery, Fantasy,Mystery,Sci-Fi, Drama,Romance,Thriller, Drama,Romance, Crime,Drama,Romance, Drama,Fantasy,Mystery, Action,Drama, Action,Adventure,Animation, Fantasy,Romance,Thriller, Comedy,Romance, Action,Adventure,Sci-Fi, Drama, Action,Biography,Drama, Adventure,Family,Fantasy, Comedy,Drama,Romance, Adventure,Drama,Sci-Fi"
Laura Dern,1967,NA,"actress,producer,writer","tt7653254,tt2305051,tt0090756,tt0107290",6.056785306571781,nm0000368,"Biography,Drama,Family, Crime,Drama,Thriller, Biography,Drama,Mystery, Drama,Romance,Thriller, Drama,History, Biography,Documentary,History, Biography,Drama,Romance, Horror,Music,Thriller, Drama,Romance, Comedy,Drama, Drama,Mystery,Thriller, Drama,Fantasy,Mystery, Drama,Fantasy,Music, Comedy,Crime,Drama, Adventure,Biography,Drama, Crime,Drama, Drama,Music, Action,Adventure,Sci-Fi, Crime,Drama,Mystery, Drama, Action,Comedy,Crime, Comedy,Drama,Music, Biography,Drama, Comedy,Drama,Romance"
Diane Keaton,1946,NA,"actress,producer,director","tt0356680,tt0337741,tt0082979,tt0075686",6.515717758883563,nm0000473,"Comedy,Fantasy,Romance, Crime,Documentary,Fantasy, Comedy, Comedy,Crime,Thriller, Comedy,Drama,Sport, Comedy,Crime, Comedy,Drama, Comedy,Sci-Fi, Drama,Romance, Comedy,Mystery, Comedy,War, Documentary, Comedy,Crime,Drama, Biography,Drama,History, Adventure,Biography,Drama, Crime,Drama, Comedy,Romance, Drama, Comedy,Family,Romance, Biography,Drama, Comedy,Fantasy, Comedy,Drama,Romance"
Samantha Mathis,1970,NA,"actress,soundtrack,executive","tt0115759,tt0144084,tt0100436,tt0108255",5.585279684774017,nm0000526,"Thriller, Drama,Fantasy,Romance, Drama,Sport, Comedy, Adventure,Comedy,Family, Drama,Romance,Thriller, Horror,Mystery,Thriller, Drama,Mystery,Sci-Fi, Crime,Horror,Thriller, Drama,Romance, Drama,Family, Family,Romance, Fantasy, Crime,Drama,Mystery, Action,Crime,Drama, Drama, Comedy,Drama,Music, Action,Adventure,Thriller, Romance, Comedy,Drama,Romance, Adventure,Animation,Family"
Uschi Digard,1948,NA,"actress,producer,miscellaneous","tt0070752,tt0324310,tt0073768,tt0078846",4.757926205046323,nm0001142,"Adult,Crime,Drama, Crime, Comedy, Drama,Horror, Adventure,Comedy,Drama, Comedy,Drama, Drama,Romance, Documentary, Adult,Documentary, Horror,Thriller, Adult,Adventure, Crime,Drama, Adventure,Comedy,Crime, Drama, Action,Adult,Drama, Romance, Adult,Comedy,Fantasy, Drama,Sci-Fi, Adventure,Comedy, Adult, Adult,Comedy"
Willeke van Ammelrooy,1944,NA,"actress,director,writer","tt0181194,tt0410297,tt0112379,tt0198654",5.4786042923087255,nm0002168,"Thriller, Crime,Drama,Thriller, Comedy, Fantasy,Mystery, Comedy,Crime,Thriller, Adventure,Comedy,Drama, Drama,Romance, Comedy,Drama, Western, Mystery, Horror,Mystery,Sci-Fi, Adult,Drama, Adventure,Drama, Action,Drama,Horror, Comedy,Romance, Crime,Drama, Drama, Adult,Western, Adventure,Family, Biography,Comedy,Crime, Adult,Comedy"
Kristin Booth,1974,NA,"actress,writer,director","tt8497680,tt1190634,tt6143796,tt4689402",6.115883481620138,nm0095746,"Thriller, Drama,Mystery,Romance, Comedy,Drama,Mystery, Drama,Family,Romance, Comedy, Adventure,Comedy,Drama, Drama,Romance, Comedy,Drama, Horror,Sci-Fi,Thriller, Horror,Thriller, Crime,Drama, Crime,Drama,Mystery, Drama, Action,Comedy,Crime, Drama,Mystery, Biography,Crime,Drama, Comedy,Drama,Romance, Comedy,Family"
Cristiana Capotondi,1980,NA,"actress,miscellaneous,director","tt0772187,tt2076251,tt4952770,tt0961043",5.418762493327266,nm0135404,"Biography,Drama,History, War, Drama,Mystery,Romance, Crime,Drama, Comedy,Romance, Comedy, Drama, Drama,History, Comedy,Drama, Comedy,Drama,Romance, Comedy,Family, Documentary, Comedy,Crime,Drama"
Anjali Devi,1927,2014,"actress,producer","tt1865426,tt0263623,tt0207000,tt0047827",6.452591988454704,nm0222432,"Comedy,Drama,Mystery, Action, Comedy, Comedy,Drama, Drama,Romance, Action,Drama,History, Drama,Family, Action,Drama,Musical, Adventure,Drama, Action,Adventure,Comedy, Fantasy,Romance, Fantasy, Action,Drama,Fantasy, Action,Adventure,Musical, Drama,History,Musical, Action,Adventure,Drama, Drama, Adventure,Fantasy, Drama,Family,Musical, Action,Drama,Thriller, Drama,Fantasy,Musical, Drama,Musical, Adventure,Drama,Romance, Adventure,Drama,Fantasy"
Françoise Fabian,1933,NA,"actress,soundtrack,writer","tt0064612,tt0069815,tt2315200,tt0061395",5.666595211427654,nm0264554,"Crime,Drama,Thriller, Adventure, Comedy, Biography,Drama,Musical, Drama,Horror,Thriller, Drama,History, Biography, Comedy,Drama, Western, Drama,Romance, Mystery, Drama,Fantasy,Horror, Comedy,Crime,Drama, Comedy,Thriller, Crime,Thriller, Crime,Drama, Comedy,Romance, Drama, Drama,War, Comedy,Drama,Music, Comedy,Musical,Romance, Comedy,Drama,Romance, Drama,Thriller"
Veronica Ferres,1965,NA,"actress,producer,miscellaneous","tt1626146,tt9731682,tt2231874,tt4441150",5.2076565798012755,nm0274704,"Thriller, Crime,Drama,Thriller, Crime, Comedy, Horror,Mystery, Drama,Horror,Thriller, Animation,Comedy,Thriller, Drama,History, Comedy,Drama, Action,Drama, Crime,Mystery,Thriller, Drama,Mystery,Thriller, Drama,Family, Comedy,Crime,Drama, Comedy,Romance, Biography,Drama,Fantasy, Action,Crime,Drama, Drama, Comedy,Drama,Music, Drama,War, Biography,Drama, Drama,Thriller, Drama,Horror,Romance, Adventure,Animation,Family"
Marina Foïs,1970,NA,"actress,miscellaneous,writer","tt1661420,tt15006566,tt1167638,tt2050499",5.386350459905143,nm0283997,"Comedy,Drama,Horror, Comedy, Comedy,Fantasy,Music, Comedy,Drama, Comedy,Sci-Fi, Documentary, Drama,Mystery,Thriller, Comedy,Drama,Fantasy, Drama,History,Thriller, Comedy,Romance, Crime,Drama, Action,Crime,Drama, Drama, Romance, Biography,Drama, Comedy,Drama,Romance, Comedy,Family, Drama,Thriller, Comedy,Horror, Comedy,Crime,Mystery"
Veronica Hart,1956,NA,"actress,production_manager,producer","tt0082004,tt0418897,tt0118749,tt0083007",5.350084042556048,nm0366573,"Thriller, Adult,Crime,Drama, Adult,Fantasy, Adult,Comedy,Drama, Comedy, Horror, Adult,Drama, Adult,Drama,Mystery, Fantasy,Romance, Fantasy, Adult,Comedy,Crime, Adult,Mystery, Adult,Comedy,Fantasy, Comedy,Fantasy, Comedy,Crime,Romance, Adult, Adult,Drama,Romance, Adult,Comedy"
Marianne Koch,1931,NA,actress,"tt0053898,tt0055990,tt0058461,tt0047572",6.0132861951277805,nm0462367,"Romance,Western, Crime, Comedy, Drama,Mystery,Sci-Fi, Crime,Horror,Thriller, Western, Documentary, Drama,Mystery,Thriller, Crime,Drama, Drama,Thriller,War, Romance, Drama,Mystery, Drama,History,Romance, Crime,Horror, Adventure, Comedy,Music, Drama,Romance, Drama,Western, Drama,Family, Action,Drama,Western, Adventure,Drama, Biography,Drama,History, Action,Crime,Drama, Comedy,Romance, Drama, Drama,War, Comedy,Musical, Comedy,Drama,Romance, Adventure,Crime"
Magali Noël,1931,2015,"actress,soundtrack","tt0053779,tt0065234,tt0071129,tt0048021",5.518900863294595,nm0637649,"Crime,Drama,Thriller, Adventure, Crime, Comedy, Comedy,Drama, Drama,Romance, Comedy,Crime,Drama, Adventure,Romance, Crime,Drama, Crime,Drama,Mystery, Action,Crime,Drama, Drama, Drama,War, Comedy,Musical, Drama,Thriller, Adventure,Crime, Drama,Musical"
